,location,date,total_cases,new_cases,total_deaths,new_deaths
112543,United States,2021-08-30,39150680.0,259936.0,639737.0,1772.0
112544,United States,2021-08-31,39321525.0,170845.0,641097.0,1360.0
112545,United States,2021-09-01,39523397.0,201872.0,643109.0,2012.0
112546,United States,2021-09-02,39699170.0,175773.0,646059.0,2950.0
112547,United States,2021-09-03,39933905.0,234735.0,647979.0,1920.0
112548,United States,2021-09-04,39998223.0,64318.0,648523.0,544.0
112549,United States,2021-09-05,40038313.0,40090.0,648903.0,380.0
112550,United States,2021-09-06,40113317.0,75004.0,649445.0,542.0
112551,United States,2021-09-07,40389635.0,276318.0,651548.0,2103.0
112552,United States,2021-09-08,40571168.0,181533.0,653713.0,2165.0
112553,United States,2021-09-09,40730412.0,159244.0,656947.0,3234.0
112554,United States,2021-09-10,40957627.0,227215.0,659277.0,2330.0
112555,United States,2021-09-11,41021592.0,63965.0,659991.0,714.0
112556,United States,2021-09-12,41057176.0,35584.0,660279.0,288.0
112557,United States,2021-09-13,41317328.0,260152.0,662444.0,2165.0
112558,United States,2021-09-14,41461662.0,144334.0,664187.0,1743.0
112559,United States,2021-09-15,41627946.0,166284.0,666863.0,2676.0
112560,United States,2021-09-16,41785903.0,157957.0,670273.0,3410.0
112561,United States,2021-09-17,41993789.0,207886.0,672635.0,2362.0
112562,United States,2021-09-18,42050638.0,56849.0,673472.0,837.0
112563,United States,2021-09-19,42088171.0,37533.0,673774.0,302.0
112564,United States,2021-09-20,42289819.0,201648.0,676076.0,2302.0
